mode,name,Shape,Dtype,Dtype range,Actual range,Mean,Median,Laplace std,Otsu threshold,Pixels above otsu,Pixels below otsu,Percentage above otsu
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile62.tif","(2000, 2000)",uint16,"(0, 65535)","(108, 4095)",1433.649979,1131.0,0.003572680765788422,1548.615234375,1777038,2222962,44.42595
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile63.tif","(2000, 2000)",uint16,"(0, 65535)","(190, 4095)",2841.30980275,2702.0,0.004050411351956672,2958.583984375,1716160,2283840,42.903999999999996
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile64.tif","(2000, 2000)",uint16,"(0, 65535)","(114, 4095)",1291.147485,1008.0,0.0032492888017551526,1910.115234375,828795,3171205,20.719875
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile65.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 4095)",327.93372375,155.0,0.0013614225240111274,1623.603515625,179540,3820460,4.4885
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile66.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile67.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile68.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 4095)",381.41971575,378.0,0.0019256641212958153,375.908203125,2006315,1993685,50.157875
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile69.tif","(2000, 2000)",uint16,"(0, 65535)","(53, 4095)",500.3280965,521.0,0.002105502784825925,424.04296875,2536552,1463448,63.413799999999995
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile7.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 240)",85.11122725,132.0,0.0005667900780022877,70.78125,2360467,1639533,59.011675
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile70.tif","(2000, 2000)",uint16,"(0, 65535)","(25, 4095)",507.8787675,195.0,0.002140621569820256,986.85546875,472053,3527947,11.801325
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile71.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 4095)",420.68948675,154.0,0.0018128738459900606,599.853515625,1179390,2820610,29.48475
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile72.tif","(2000, 2000)",uint16,"(0, 65535)","(34, 4095)",418.6209635,147.0,0.0016019240572534962,1517.216796875,316214,3683786,7.90535
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile73.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 4095)",218.12306,143.0,0.0011073126326484291,967.763671875,146774,3853226,3.6693499999999997
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile74.tif","(2000, 2000)",uint16,"(0, 65535)","(39, 1424)",147.69511025,140.0,0.0007486804276746256,371.724609375,21456,3978544,0.5364
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile75.tif","(2000, 2000)",uint16,"(0, 65535)","(35, 454)",147.77,143.0,0.000749008310759873,163.482421875,652200,3347800,16.305
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile76.tif","(2000, 2000)",uint16,"(0, 65535)","(81, 4095)",1258.9143765,250.0,0.0024832669512759578,1923.36328125,1180489,2819511,29.512224999999997
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile77.tif","(2000, 2000)",uint16,"(0, 65535)","(46, 4095)",230.751164,155.0,0.0011323486918096476,1524.833984375,86732,3913268,2.1683
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile78.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 4095)",261.2927965,143.0,0.0012452695836338923,1431.650390625,183474,3816526,4.58685
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile79.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile8.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 255)",82.8443615,130.0,0.0005492090794355914,70.224609375,2353528,1646472,58.83819999999999
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile80.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile81.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 2780)",26.9200235,0.0,0.00047990300691356353,190.0390625,203233,3796767,5.080825
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile82.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 245)",23.9628395,0.0,0.00030557773349617967,69.384765625,662710,3337290,16.56775
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile83.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 358)",23.35095475,0.0,0.0002947010355991547,70.62109375,660065,3339935,16.501625
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile84.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 217)",23.14031825,0.0,0.0002889341744085761,68.236328125,664209,3335791,16.605225
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile85.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 223)",22.98899625,0.0,0.000286903785164484,68.380859375,667645,3332355,16.691125
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile86.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 237)",22.93243825,0.0,0.0002850031351734304,67.119140625,671504,3328496,16.7876
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile87.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 228)",22.7379415,0.0,0.0002817295971472987,68.1328125,668579,3331421,16.714475
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile88.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 242)",61.3369655,0.0,0.00044888092548079175,66.64453125,1809500,2190500,45.237500000000004
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile89.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 4095)",140.16656975,0.0,0.0006648383841179686,1975.517578125,64847,3935153,1.621175
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile9.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 244)",82.8476565,129.0,0.0005478158689282531,70.0546875,2361284,1638716,59.0321
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile90.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 238)",24.49725225,0.0,0.00030549807247526675,70.19140625,688947,3311053,17.223675
bad,"Slide2-1-2_Channel647,555,488_Seq0008_555_tile91.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 256)",20.85770175,0.0,0.0002807902695004116,69.5,599311,3400689,14.982775
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile1.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile10.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 3737)",293.239278,144.0,0.001486446238879512,518.216796875,795028,3204972,19.8757
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile100.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile101.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 3841)",92.4464215,0.0,0.0007790639262666465,1147.798828125,56696,3943304,1.4174
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile102.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 4028)",386.420696,152.0,0.0018018860799058384,810.3203125,656989,3343011,16.424725000000002
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile103.tif","(2000, 2000)",uint16,"(0, 65535)","(24, 4095)",749.91558325,742.0,0.0026160807346654897,906.580078125,1362786,2637214,34.06965
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile104.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 4095)",243.111764,0.0,0.0014981794014878316,1095.732421875,354505,3645495,8.862625
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile105.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile106.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile107.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile108.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile109.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile11.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 4095)",164.47456725,135.0,0.000891859374997061,567.861328125,129509,3870491,3.237725
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile110.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile111.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile112.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile113.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile114.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile115.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile116.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile117.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 258)",51.78367025,0.0,0.00042901161033654457,63.99609375,1601879,2398121,40.046975
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile118.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 265)",86.6983565,118.0,0.0005398915517820824,64.697265625,2686536,1313464,67.1634
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile119.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 292)",34.3666805,0.0,0.00035814130854690306,66.7265625,1022590,2977410,25.564750000000004
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile12.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 2050)",134.59381275,133.0,0.000688623357089083,460.44921875,4259,3995741,0.106475
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile120.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile13.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 4095)",259.86241725,141.0,0.0013728821602608248,519.873046875,631562,3368438,15.78905
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile14.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 4095)",260.08309725,141.0,0.0014133994809207638,983.759765625,190988,3809012,4.7747
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile15.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 1194)",46.8263125,0.0,0.00043316884408783966,72.29296875,1294924,2705076,32.3731
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile16.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 281)",0.658662,0.0,6.786267503982624e-05,0.548828125,13908,3986092,0.3477
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile17.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 331)",14.5890305,0.0,0.0002526495327352547,79.517578125,365964,3634036,9.1491
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile18.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 1905)",42.509901,0.0,0.000687984124108856,249.287109375,322343,3677657,8.058575
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile19.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 2254)",111.2944645,0.0,0.001055786364957882,206.91015625,1054632,2945368,26.3658
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile2.tif","(2000, 2000)",uint16,"(0, 65535)","(0, 0)",0.0,0.0,0.0,-0.498046875,4000000,0,100.0
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile20.tif","(2000, 2000)",uint16,"(0, 65535)","(170, 2823)",455.01741925,416.0,0.001983904909250478,610.439453125,419731,3580269,10.493275
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile21.tif","(2000, 2000)",uint16,"(0, 65535)","(105, 3029)",460.09266375,445.0,0.001981781983373462,647.5390625,298777,3701223,7.469425
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile22.tif","(2000, 2000)",uint16,"(0, 65535)","(116, 3195)",453.30979425,442.0,0.0019499644814383306,651.216796875,287841,3712159,7.196025000000001
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile23.tif","(2000, 2000)",uint16,"(0, 65535)","(86, 4095)",498.771724,485.0,0.002102107680414972,532.314453125,1563023,2436977,39.075575
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile24.tif","(2000, 2000)",uint16,"(0, 65535)","(230, 4095)",653.22556925,614.0,0.0024220420599383717,916.943359375,257434,3742566,6.43585
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile25.tif","(2000, 2000)",uint16,"(0, 65535)","(265, 4095)",665.89928025,630.0,0.0024638985458549077,870.91796875,345593,3654407,8.639825
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile26.tif","(2000, 2000)",uint16,"(0, 65535)","(103, 4095)",705.1546655,684.0,0.0025948627826165604,781.328125,1216326,2783674,30.40815
good,"Slide2-2-2_Region0000_Channel647,555,488_Seq0017_555_tile27.tif","(2000, 2000)",uint16,"(0, 65535)","(121, 4095)",747.162519,723.0,0.0026889974309615935,967.02734375,459250,3540750,11.48125
